   6.0476340e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.1000088e-07   0.0000000e+00   0.0000000e+00   1.8493947e-07   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.4052439e-06   1.3038312e-06   1.4032807e-05   6.7080792e-06   8.9167682e-06   1.4209144e-05   2.4962037e-05   2.5526910e-05   2.3496682e-05   1.8723371e-05   3.7267082e-05   4.6366253e-05   5.0207577e-05   5.2091325e-05   6.0722206e-05   6.1082979e-05   6.7668955e-05   7.0813617e-05   7.7212087e-05   6.4212571e-05   7.1719445e-05   7.4044791e-05   9.0931984e-05   8.6401097e-05   8.5161307e-05   1.5059710e-04
   5.1373248e-03   1.5027749e-03   1.6645845e-03   2.0872008e-03   1.9660639e-03   6.0601088e-05   0.0000000e+00   0.0000000e+00   4.4223690e-04   1.7980630e-04   3.5294945e-04   2.2355819e-03   2.3649450e-03   9.8186156e-04   5.2744798e-04   9.4601578e-04   1.1754283e-03   1.5556112e-03   1.2430770e-03   1.0233480e-03   1.2943018e-04   1.0931064e-04   1.6163689e-04   5.7545259e-04   3.8953057e-04   1.8275492e-04   9.7754959e-05   3.1924623e-04   6.2084701e-04   8.4841682e-04   8.4725449e-04   9.2646805e-04   7.6267665e-04   7.6038888e-04   5.7380744e-04   5.2193944e-04   2.1696861e-04   2.6551398e-04   2.7502325e-04   5.9517253e-04   6.5115992e-04   8.8256248e-04   2.7328747e-03
   1.1545780e-02   4.8823173e-03   4.6727031e-03   4.9487069e-03   3.4492832e-03   4.0656493e-06   0.0000000e+00   0.0000000e+00   5.5473221e-04   4.5268791e-04   8.5513917e-04   4.8526678e-03   5.7688586e-03   3.0060719e-03   1.7763309e-03   2.6938375e-03   3.2478168e-03   3.9632487e-03   3.2071190e-03   2.1757453e-03   3.3617453e-04   2.8410976e-04   3.8512700e-04   1.1255139e-03   8.0246767e-04   3.8519626e-04   2.1531375e-04   6.2102485e-04   1.3138884e-03   1.9712611e-03   2.0716770e-03   2.2153981e-03   1.8646758e-03   1.7627249e-03   1.2776615e-03   1.0236373e-03   4.4163782e-04   5.2285843e-04   5.5925202e-04   1.2001373e-03   1.5206494e-03   2.3215192e-03   5.8287241e-03
   1.4622052e-02   9.8121902e-03   7.6365647e-03   4.9203134e-03   2.6353959e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.3776849e-04   7.4851343e-04   4.2401078e-03   7.5284422e-03   5.6713830e-03   4.4353406e-03   5.2251234e-03   6.0120121e-03   6.4999105e-03   5.2151501e-03   2.5113050e-03   7.0092076e-04   6.4069829e-04   7.5992766e-04   1.2529866e-03   1.0712560e-03   7.0608874e-04   5.0064923e-04   9.2109423e-04   1.7946423e-03   3.1069346e-03   3.6925944e-03   3.9137784e-03   3.5585679e-03   3.1717200e-03   2.3301906e-03   1.6982014e-03   1.0872516e-03   1.1535909e-03   1.2942738e-03   2.1979778e-03   3.1858769e-03   4.8978401e-03   7.6758224e-03
   9.8453879e-03   8.1845851e-03   4.6332987e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.9060549e-04   3.5308896e-03   4.8302489e-03   5.2149465e-03   5.7725334e-03   6.1651185e-03   5.9379979e-03   4.5345625e-03   1.9720789e-03   1.0312232e-03   9.7981785e-04   1.0293244e-03   1.1648450e-03   1.1329294e-03   9.8712404e-04   9.2587528e-04   1.1279352e-03   1.5781841e-03   2.8048544e-03   3.7439996e-03   4.1263925e-03   4.0186431e-03   3.5851940e-03   2.8183503e-03   2.2615649e-03   1.9474514e-03   1.9933386e-03   2.2868506e-03   3.1539423e-03   4.1520893e-03   5.5114322e-03   6.3184263e-03
   2.8617378e-03   1.9520322e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1467720e-03   2.0073479e-03   2.4965673e-03   2.6793066e-03   2.4902240e-03   1.9059224e-03   9.8802927e-04   7.0765661e-04   6.8672729e-04   6.9966793e-04   7.2279053e-04   7.2855898e-04   7.2070761e-04   7.3780451e-04   7.9100823e-04   9.4953715e-04   1.3301795e-03   1.8221953e-03   2.0879521e-03   2.1452667e-03   2.0250565e-03   1.7844112e-03   1.6401651e-03   1.6000981e-03   1.6671870e-03   1.8916294e-03   2.2256015e-03   2.6041782e-03   2.9523805e-03   3.0777983e-03
   5.4937487e-04   9.1475214e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.9542595e-04   9.4794019e-04   1.1075884e-03   1.0527028e-03   8.4618821e-04   4.9516255e-04   4.4495545e-04   4.5219426e-04   4.5167603e-04   4.5511157e-04   4.6626372e-04   4.7943859e-04   5.0881169e-04   5.2364991e-04   5.9033912e-04   7.2170811e-04   9.4386214e-04   1.0986275e-03   1.1749161e-03   1.1637619e-03   1.1101453e-03   1.0936686e-03   1.1436670e-03   1.1997825e-03   1.3096828e-03   1.4304180e-03   1.5882686e-03   1.7026590e-03   1.6286986e-03
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.4087816e-04   4.1184517e-04   5.5525475e-04   5.2891906e-04   4.6775528e-04   3.2201959e-04   4.4735242e-04   4.0804582e-04   3.7218085e-04   3.5422875e-04   3.6514186e-04   3.9682804e-04   4.5820059e-04   3.9881117e-04   4.3008595e-04   4.8938932e-04   6.0257070e-04   6.8071320e-04   7.6857132e-04   7.8885603e-04   8.0347177e-04   8.2630249e-04   9.3778652e-04   9.8161895e-04   1.0473795e-03   1.0659911e-03   1.1604112e-03   1.1989266e-03   9.4074014e-04
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.9516435e-04   2.5277859e-03   2.1821029e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0384769e-04   1.4997224e-04   1.9380321e-04   2.0083455e-04   2.1098047e-04   1.7657373e-04   8.0620998e-04   7.0763930e-04   3.4183037e-04   1.2766313e-04   1.1926481e-04   2.6675691e-04   4.1206616e-04   1.6323579e-04   5.6472616e-05   3.6521145e-05   4.5287893e-05   2.7846702e-05   5.2410590e-05   3.4739194e-05   4.9077666e-05   1.1169824e-04   3.2483344e-04   3.3198593e-04   3.0062965e-04   1.1781777e-04   1.2708670e-04   7.5048649e-05   0.0000000e+00
   0.0000000e+00   2.1219864e-04   4.7119607e-05   0.0000000e+00   4.6710740e-04   5.0073752e-03   9.6005198e-03   5.0523988e-03   1.9396273e-03   2.6050580e-03   2.1558771e-03   1.4960395e-05   3.7185173e-05   1.5796207e-04   3.6038496e-04   3.3051097e-04   3.4790970e-04   2.5594466e-04   1.9837108e-04   8.4105551e-05   1.5017655e-03   1.4646786e-03   8.3412063e-04   1.4834276e-05   4.9564220e-05   6.4497912e-04   8.1408485e-04   1.6358043e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
